condition_id,kind,seed,agent_position,agent_name,game_variant,goal_framing,model,persona,instruction_wording,response_format,temperature,persona_format,choice,declared_choice,first_valid_choice_token,action_matches_declared,action_matches_first_token,reasoning_depth,declared_reasoning_depth,regime,declared_regime,prompt_exposes_choose_number_schema,prompt_requires_exactly_one_action,prompt_action_schema_sha256,output_sha256,output_prefix,output_suffix,tar_action_member,tar_prompt_member
game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-intuitive,grid,3005,1,Player 1,costless,strategic,qwen3.5-27b-fp8,intuitive,default,default,0.5,default,19,19,19,1,1,1,1,one-step-19,one-step-19,1,1,682c46310862d81ed37770cc25d492449698e10d437573649f3a730f7a23eb1e,8bd9a221cc51422632e372fb3c8623d4d5bdce1f9c0c913703ce733d1334c2b4,ACTION: CHOOSE_NUMBER number: 19,ACTION: CHOOSE_NUMBER number: 19,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-intuitive/seed_3005/run/action_events.jsonl.gz,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-intuitive/seed_3005/run/prompts_and_responses.jsonl.gz
game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-intuitive,grid,3005,2,Player 2,costless,strategic,qwen3.5-27b-fp8,intuitive,default,default,0.5,default,19,19,19,1,1,1,1,one-step-19,one-step-19,1,1,682c46310862d81ed37770cc25d492449698e10d437573649f3a730f7a23eb1e,8bd9a221cc51422632e372fb3c8623d4d5bdce1f9c0c913703ce733d1334c2b4,ACTION: CHOOSE_NUMBER number: 19,ACTION: CHOOSE_NUMBER number: 19,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-intuitive/seed_3005/run/action_events.jsonl.gz,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-intuitive/seed_3005/run/prompts_and_responses.jsonl.gz
game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-cautious,grid,3001,1,Player 2,costless,strategic,qwen3.5-27b-fp8,cautious,default,default,0.5,default,20,20,20,1,1,0,0,safe-20,safe-20,1,1,682c46310862d81ed37770cc25d492449698e10d437573649f3a730f7a23eb1e,b7f89758ae9a17dddb92de4ea25f2a3240304ff390ef82e7f4c4aa0f6b5e76d3,ACTION: CHOOSE_NUMBER number: 20,ACTION: CHOOSE_NUMBER number: 20,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-cautious/seed_3001/run/action_events.jsonl.gz,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-cautious/seed_3001/run/prompts_and_responses.jsonl.gz
game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-cautious,grid,3001,2,Player 1,costless,strategic,qwen3.5-27b-fp8,cautious,default,default,0.5,default,20,20,20,1,1,0,0,safe-20,safe-20,1,1,682c46310862d81ed37770cc25d492449698e10d437573649f3a730f7a23eb1e,b7f89758ae9a17dddb92de4ea25f2a3240304ff390ef82e7f4c4aa0f6b5e76d3,ACTION: CHOOSE_NUMBER number: 20,ACTION: CHOOSE_NUMBER number: 20,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-cautious/seed_3001/run/action_events.jsonl.gz,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-cautious/seed_3001/run/prompts_and_responses.jsonl.gz
game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-cautious,grid,3002,1,Player 2,costless,strategic,qwen3.5-27b-fp8,cautious,default,default,0.5,default,20,20,20,1,1,0,0,safe-20,safe-20,1,1,682c46310862d81ed37770cc25d492449698e10d437573649f3a730f7a23eb1e,b7f89758ae9a17dddb92de4ea25f2a3240304ff390ef82e7f4c4aa0f6b5e76d3,ACTION: CHOOSE_NUMBER number: 20,ACTION: CHOOSE_NUMBER number: 20,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-cautious/seed_3002/run/action_events.jsonl.gz,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-cautious/seed_3002/run/prompts_and_responses.jsonl.gz
game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-cautious,grid,3002,2,Player 1,costless,strategic,qwen3.5-27b-fp8,cautious,default,default,0.5,default,20,20,20,1,1,0,0,safe-20,safe-20,1,1,682c46310862d81ed37770cc25d492449698e10d437573649f3a730f7a23eb1e,b7f89758ae9a17dddb92de4ea25f2a3240304ff390ef82e7f4c4aa0f6b5e76d3,ACTION: CHOOSE_NUMBER number: 20,ACTION: CHOOSE_NUMBER number: 20,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-cautious/seed_3002/run/action_events.jsonl.gz,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-cautious/seed_3002/run/prompts_and_responses.jsonl.gz
game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-cautious,grid,3003,1,Player 2,costless,strategic,qwen3.5-27b-fp8,cautious,default,default,0.5,default,20,20,20,1,1,0,0,safe-20,safe-20,1,1,682c46310862d81ed37770cc25d492449698e10d437573649f3a730f7a23eb1e,b7f89758ae9a17dddb92de4ea25f2a3240304ff390ef82e7f4c4aa0f6b5e76d3,ACTION: CHOOSE_NUMBER number: 20,ACTION: CHOOSE_NUMBER number: 20,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-cautious/seed_3003/run/action_events.jsonl.gz,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-cautious/seed_3003/run/prompts_and_responses.jsonl.gz
game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-cautious,grid,3003,2,Player 1,costless,strategic,qwen3.5-27b-fp8,cautious,default,default,0.5,default,20,20,20,1,1,0,0,safe-20,safe-20,1,1,682c46310862d81ed37770cc25d492449698e10d437573649f3a730f7a23eb1e,b7f89758ae9a17dddb92de4ea25f2a3240304ff390ef82e7f4c4aa0f6b5e76d3,ACTION: CHOOSE_NUMBER number: 20,ACTION: CHOOSE_NUMBER number: 20,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-cautious/seed_3003/run/action_events.jsonl.gz,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-cautious/seed_3003/run/prompts_and_responses.jsonl.gz
game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-cautious,grid,3004,1,Player 1,costless,strategic,qwen3.5-27b-fp8,cautious,default,default,0.5,default,20,20,20,1,1,0,0,safe-20,safe-20,1,1,682c46310862d81ed37770cc25d492449698e10d437573649f3a730f7a23eb1e,b7f89758ae9a17dddb92de4ea25f2a3240304ff390ef82e7f4c4aa0f6b5e76d3,ACTION: CHOOSE_NUMBER number: 20,ACTION: CHOOSE_NUMBER number: 20,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-cautious/seed_3004/run/action_events.jsonl.gz,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-cautious/seed_3004/run/prompts_and_responses.jsonl.gz
game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-cautious,grid,3004,2,Player 2,costless,strategic,qwen3.5-27b-fp8,cautious,default,default,0.5,default,20,20,20,1,1,0,0,safe-20,safe-20,1,1,682c46310862d81ed37770cc25d492449698e10d437573649f3a730f7a23eb1e,b7f89758ae9a17dddb92de4ea25f2a3240304ff390ef82e7f4c4aa0f6b5e76d3,ACTION: CHOOSE_NUMBER number: 20,ACTION: CHOOSE_NUMBER number: 20,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-cautious/seed_3004/run/action_events.jsonl.gz,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-cautious/seed_3004/run/prompts_and_responses.jsonl.gz
game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-cautious,grid,3005,1,Player 1,costless,strategic,qwen3.5-27b-fp8,cautious,default,default,0.5,default,20,20,20,1,1,0,0,safe-20,safe-20,1,1,682c46310862d81ed37770cc25d492449698e10d437573649f3a730f7a23eb1e,b7f89758ae9a17dddb92de4ea25f2a3240304ff390ef82e7f4c4aa0f6b5e76d3,ACTION: CHOOSE_NUMBER number: 20,ACTION: CHOOSE_NUMBER number: 20,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-cautious/seed_3005/run/action_events.jsonl.gz,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-cautious/seed_3005/run/prompts_and_responses.jsonl.gz
game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-cautious,grid,3005,2,Player 2,costless,strategic,qwen3.5-27b-fp8,cautious,default,default,0.5,default,20,20,20,1,1,0,0,safe-20,safe-20,1,1,682c46310862d81ed37770cc25d492449698e10d437573649f3a730f7a23eb1e,b7f89758ae9a17dddb92de4ea25f2a3240304ff390ef82e7f4c4aa0f6b5e76d3,ACTION: CHOOSE_NUMBER number: 20,ACTION: CHOOSE_NUMBER number: 20,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-cautious/seed_3005/run/action_events.jsonl.gz,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-cautious/seed_3005/run/prompts_and_responses.jsonl.gz
game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-competitive,grid,3001,1,Player 2,costless,strategic,qwen3.5-27b-fp8,competitive,default,default,0.5,default,19,19,19,1,1,1,1,one-step-19,one-step-19,1,1,682c46310862d81ed37770cc25d492449698e10d437573649f3a730f7a23eb1e,8bd9a221cc51422632e372fb3c8623d4d5bdce1f9c0c913703ce733d1334c2b4,ACTION: CHOOSE_NUMBER number: 19,ACTION: CHOOSE_NUMBER number: 19,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-competitive/seed_3001/run/action_events.jsonl.gz,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-competitive/seed_3001/run/prompts_and_responses.jsonl.gz
game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-competitive,grid,3001,2,Player 1,costless,strategic,qwen3.5-27b-fp8,competitive,default,default,0.5,default,19,19,19,1,1,1,1,one-step-19,one-step-19,1,1,682c46310862d81ed37770cc25d492449698e10d437573649f3a730f7a23eb1e,8bd9a221cc51422632e372fb3c8623d4d5bdce1f9c0c913703ce733d1334c2b4,ACTION: CHOOSE_NUMBER number: 19,ACTION: CHOOSE_NUMBER number: 19,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-competitive/seed_3001/run/action_events.jsonl.gz,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-competitive/seed_3001/run/prompts_and_responses.jsonl.gz
game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-competitive,grid,3002,1,Player 1,costless,strategic,qwen3.5-27b-fp8,competitive,default,default,0.5,default,19,19,19,1,1,1,1,one-step-19,one-step-19,1,1,682c46310862d81ed37770cc25d492449698e10d437573649f3a730f7a23eb1e,8bd9a221cc51422632e372fb3c8623d4d5bdce1f9c0c913703ce733d1334c2b4,ACTION: CHOOSE_NUMBER number: 19,ACTION: CHOOSE_NUMBER number: 19,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-competitive/seed_3002/run/action_events.jsonl.gz,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-competitive/seed_3002/run/prompts_and_responses.jsonl.gz
game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-competitive,grid,3002,2,Player 2,costless,strategic,qwen3.5-27b-fp8,competitive,default,default,0.5,default,19,19,19,1,1,1,1,one-step-19,one-step-19,1,1,682c46310862d81ed37770cc25d492449698e10d437573649f3a730f7a23eb1e,8bd9a221cc51422632e372fb3c8623d4d5bdce1f9c0c913703ce733d1334c2b4,ACTION: CHOOSE_NUMBER number: 19,ACTION: CHOOSE_NUMBER number: 19,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-competitive/seed_3002/run/action_events.jsonl.gz,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-competitive/seed_3002/run/prompts_and_responses.jsonl.gz
game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-competitive,grid,3003,1,Player 1,costless,strategic,qwen3.5-27b-fp8,competitive,default,default,0.5,default,19,19,19,1,1,1,1,one-step-19,one-step-19,1,1,682c46310862d81ed37770cc25d492449698e10d437573649f3a730f7a23eb1e,8bd9a221cc51422632e372fb3c8623d4d5bdce1f9c0c913703ce733d1334c2b4,ACTION: CHOOSE_NUMBER number: 19,ACTION: CHOOSE_NUMBER number: 19,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-competitive/seed_3003/run/action_events.jsonl.gz,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-competitive/seed_3003/run/prompts_and_responses.jsonl.gz
game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-competitive,grid,3003,2,Player 2,costless,strategic,qwen3.5-27b-fp8,competitive,default,default,0.5,default,19,19,19,1,1,1,1,one-step-19,one-step-19,1,1,682c46310862d81ed37770cc25d492449698e10d437573649f3a730f7a23eb1e,8bd9a221cc51422632e372fb3c8623d4d5bdce1f9c0c913703ce733d1334c2b4,ACTION: CHOOSE_NUMBER number: 19,ACTION: CHOOSE_NUMBER number: 19,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-competitive/seed_3003/run/action_events.jsonl.gz,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-competitive/seed_3003/run/prompts_and_responses.jsonl.gz
game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-competitive,grid,3004,1,Player 2,costless,strategic,qwen3.5-27b-fp8,competitive,default,default,0.5,default,19,19,19,1,1,1,1,one-step-19,one-step-19,1,1,682c46310862d81ed37770cc25d492449698e10d437573649f3a730f7a23eb1e,8bd9a221cc51422632e372fb3c8623d4d5bdce1f9c0c913703ce733d1334c2b4,ACTION: CHOOSE_NUMBER number: 19,ACTION: CHOOSE_NUMBER number: 19,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-competitive/seed_3004/run/action_events.jsonl.gz,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-competitive/seed_3004/run/prompts_and_responses.jsonl.gz
game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-competitive,grid,3004,2,Player 1,costless,strategic,qwen3.5-27b-fp8,competitive,default,default,0.5,default,19,19,19,1,1,1,1,one-step-19,one-step-19,1,1,682c46310862d81ed37770cc25d492449698e10d437573649f3a730f7a23eb1e,8bd9a221cc51422632e372fb3c8623d4d5bdce1f9c0c913703ce733d1334c2b4,ACTION: CHOOSE_NUMBER number: 19,ACTION: CHOOSE_NUMBER number: 19,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-competitive/seed_3004/run/action_events.jsonl.gz,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-competitive/seed_3004/run/prompts_and_responses.jsonl.gz
game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-competitive,grid,3005,1,Player 2,costless,strategic,qwen3.5-27b-fp8,competitive,default,default,0.5,default,19,19,19,1,1,1,1,one-step-19,one-step-19,1,1,682c46310862d81ed37770cc25d492449698e10d437573649f3a730f7a23eb1e,8bd9a221cc51422632e372fb3c8623d4d5bdce1f9c0c913703ce733d1334c2b4,ACTION: CHOOSE_NUMBER number: 19,ACTION: CHOOSE_NUMBER number: 19,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-competitive/seed_3005/run/action_events.jsonl.gz,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-competitive/seed_3005/run/prompts_and_responses.jsonl.gz
game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-competitive,grid,3005,2,Player 1,costless,strategic,qwen3.5-27b-fp8,competitive,default,default,0.5,default,19,19,19,1,1,1,1,one-step-19,one-step-19,1,1,682c46310862d81ed37770cc25d492449698e10d437573649f3a730f7a23eb1e,8bd9a221cc51422632e372fb3c8623d4d5bdce1f9c0c913703ce733d1334c2b4,ACTION: CHOOSE_NUMBER number: 19,ACTION: CHOOSE_NUMBER number: 19,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-competitive/seed_3005/run/action_events.jsonl.gz,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-competitive/seed_3005/run/prompts_and_responses.jsonl.gz
game_variant-costless__goal_framing-strategic__model-qwen3.5-9b__persona-neutral,grid,3001,1,Player 2,costless,strategic,qwen3.5-9b,neutral,default,default,0.5,default,19,19,19,1,1,1,1,one-step-19,one-step-19,1,1,682c46310862d81ed37770cc25d492449698e10d437573649f3a730f7a23eb1e,8bd9a221cc51422632e372fb3c8623d4d5bdce1f9c0c913703ce733d1334c2b4,ACTION: CHOOSE_NUMBER number: 19,ACTION: CHOOSE_NUMBER number: 19,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-9b__persona-neutral/seed_3001/run/action_events.jsonl.gz,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-9b__persona-neutral/seed_3001/run/prompts_and_responses.jsonl.gz
game_variant-costless__goal_framing-strategic__model-qwen3.5-9b__persona-neutral,grid,3001,2,Player 1,costless,strategic,qwen3.5-9b,neutral,default,default,0.5,default,19,19,19,1,1,1,1,one-step-19,one-step-19,1,1,682c46310862d81ed37770cc25d492449698e10d437573649f3a730f7a23eb1e,8bd9a221cc51422632e372fb3c8623d4d5bdce1f9c0c913703ce733d1334c2b4,ACTION: CHOOSE_NUMBER number: 19,ACTION: CHOOSE_NUMBER number: 19,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-9b__persona-neutral/seed_3001/run/action_events.jsonl.gz,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-9b__persona-neutral/seed_3001/run/prompts_and_responses.jsonl.gz
game_variant-costless__goal_framing-strategic__model-qwen3.5-9b__persona-neutral,grid,3002,1,Player 2,costless,strategic,qwen3.5-9b,neutral,default,default,0.5,default,19,19,19,1,1,1,1,one-step-19,one-step-19,1,1,682c46310862d81ed37770cc25d492449698e10d437573649f3a730f7a23eb1e,8bd9a221cc51422632e372fb3c8623d4d5bdce1f9c0c913703ce733d1334c2b4,ACTION: CHOOSE_NUMBER number: 19,ACTION: CHOOSE_NUMBER number: 19,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-9b__persona-neutral/seed_3002/run/action_events.jsonl.gz,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-9b__persona-neutral/seed_3002/run/prompts_and_responses.jsonl.gz
game_variant-costless__goal_framing-strategic__model-qwen3.5-9b__persona-neutral,grid,3002,2,Player 1,costless,strategic,qwen3.5-9b,neutral,default,default,0.5,default,19,19,19,1,1,1,1,one-step-19,one-step-19,1,1,682c46310862d81ed37770cc25d492449698e10d437573649f3a730f7a23eb1e,8bd9a221cc51422632e372fb3c8623d4d5bdce1f9c0c913703ce733d1334c2b4,ACTION: CHOOSE_NUMBER number: 19,ACTION: CHOOSE_NUMBER number: 19,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-9b__persona-neutral/seed_3002/run/action_events.jsonl.gz,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-9b__persona-neutral/seed_3002/run/prompts_and_responses.jsonl.gz
game_variant-costless__goal_framing-strategic__model-qwen3.5-9b__persona-neutral,grid,3003,1,Player 1,costless,strategic,qwen3.5-9b,neutral,default,default,0.5,default,19,19,19,1,1,1,1,one-step-19,one-step-19,1,1,682c46310862d81ed37770cc25d492449698e10d437573649f3a730f7a23eb1e,8bd9a221cc51422632e372fb3c8623d4d5bdce1f9c0c913703ce733d1334c2b4,ACTION: CHOOSE_NUMBER number: 19,ACTION: CHOOSE_NUMBER number: 19,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-9b__persona-neutral/seed_3003/run/action_events.jsonl.gz,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-9b__persona-neutral/seed_3003/run/prompts_and_responses.jsonl.gz
game_variant-costless__goal_framing-strategic__model-qwen3.5-9b__persona-neutral,grid,3003,2,Player 2,costless,strategic,qwen3.5-9b,neutral,default,default,0.5,default,19,19,19,1,1,1,1,one-step-19,one-step-19,1,1,682c46310862d81ed37770cc25d492449698e10d437573649f3a730f7a23eb1e,8bd9a221cc51422632e372fb3c8623d4d5bdce1f9c0c913703ce733d1334c2b4,ACTION: CHOOSE_NUMBER number: 19,ACTION: CHOOSE_NUMBER number: 19,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-9b__persona-neutral/seed_3003/run/action_events.jsonl.gz,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-9b__persona-neutral/seed_3003/run/prompts_and_responses.jsonl.gz
game_variant-costless__goal_framing-strategic__model-qwen3.5-9b__persona-neutral,grid,3004,1,Player 2,costless,strategic,qwen3.5-9b,neutral,default,default,0.5,default,19,19,19,1,1,1,1,one-step-19,one-step-19,1,1,682c46310862d81ed37770cc25d492449698e10d437573649f3a730f7a23eb1e,8bd9a221cc51422632e372fb3c8623d4d5bdce1f9c0c913703ce733d1334c2b4,ACTION: CHOOSE_NUMBER number: 19,ACTION: CHOOSE_NUMBER number: 19,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-9b__persona-neutral/seed_3004/run/action_events.jsonl.gz,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-9b__persona-neutral/seed_3004/run/prompts_and_responses.jsonl.gz
game_variant-costless__goal_framing-strategic__model-qwen3.5-9b__persona-neutral,grid,3004,2,Player 1,costless,strategic,qwen3.5-9b,neutral,default,default,0.5,default,19,19,19,1,1,1,1,one-step-19,one-step-19,1,1,682c46310862d81ed37770cc25d492449698e10d437573649f3a730f7a23eb1e,8bd9a221cc51422632e372fb3c8623d4d5bdce1f9c0c913703ce733d1334c2b4,ACTION: CHOOSE_NUMBER number: 19,ACTION: CHOOSE_NUMBER number: 19,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-9b__persona-neutral/seed_3004/run/action_events.jsonl.gz,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-9b__persona-neutral/seed_3004/run/prompts_and_responses.jsonl.gz
game_variant-costless__goal_framing-strategic__model-qwen3.5-9b__persona-neutral,grid,3005,1,Player 1,costless,strategic,qwen3.5-9b,neutral,default,default,0.5,default,19,19,19,1,1,1,1,one-step-19,one-step-19,1,1,682c46310862d81ed37770cc25d492449698e10d437573649f3a730f7a23eb1e,8bd9a221cc51422632e372fb3c8623d4d5bdce1f9c0c913703ce733d1334c2b4,ACTION: CHOOSE_NUMBER number: 19,ACTION: CHOOSE_NUMBER number: 19,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-9b__persona-neutral/seed_3005/run/action_events.jsonl.gz,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-9b__persona-neutral/seed_3005/run/prompts_and_responses.jsonl.gz
game_variant-costless__goal_framing-strategic__model-qwen3.5-9b__persona-neutral,grid,3005,2,Player 2,costless,strategic,qwen3.5-9b,neutral,default,default,0.5,default,19,19,19,1,1,1,1,one-step-19,one-step-19,1,1,682c46310862d81ed37770cc25d492449698e10d437573649f3a730f7a23eb1e,8bd9a221cc51422632e372fb3c8623d4d5bdce1f9c0c913703ce733d1334c2b4,ACTION: CHOOSE_NUMBER number: 19,ACTION: CHOOSE_NUMBER number: 19,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-9b__persona-neutral/seed_3005/run/action_events.jsonl.gz,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-9b__persona-neutral/seed_3005/run/prompts_and_responses.jsonl.gz
game_variant-costless__goal_framing-strategic__model-qwen3.5-9b__persona-intuitive,grid,3001,1,Player 2,costless,strategic,qwen3.5-9b,intuitive,default,default,0.5,default,19,19,19,1,1,1,1,one-step-19,one-step-19,1,1,682c46310862d81ed37770cc25d492449698e10d437573649f3a730f7a23eb1e,8bd9a221cc51422632e372fb3c8623d4d5bdce1f9c0c913703ce733d1334c2b4,ACTION: CHOOSE_NUMBER number: 19,ACTION: CHOOSE_NUMBER number: 19,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-9b__persona-intuitive/seed_3001/run/action_events.jsonl.gz,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-9b__persona-intuitive/seed_3001/run/prompts_and_responses.jsonl.gz
game_variant-costless__goal_framing-strategic__model-qwen3.5-9b__persona-intuitive,grid,3001,2,Player 1,costless,strategic,qwen3.5-9b,intuitive,default,default,0.5,default,19,19,19,1,1,1,1,one-step-19,one-step-19,1,1,682c46310862d81ed37770cc25d492449698e10d437573649f3a730f7a23eb1e,8bd9a221cc51422632e372fb3c8623d4d5bdce1f9c0c913703ce733d1334c2b4,ACTION: CHOOSE_NUMBER number: 19,ACTION: CHOOSE_NUMBER number: 19,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-9b__persona-intuitive/seed_3001/run/action_events.jsonl.gz,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-9b__persona-intuitive/seed_3001/run/prompts_and_responses.jsonl.gz
