claim_id,official_parent,design_variable,design_level,seed,stratum_id,signed_effect,treatment_value,reference_value,model,goal_framing,persona,treatment_condition_id,treatment_tar_member,reference_condition_id,reference_tar_member,game_variant
H4,h4_strategic_framing,response_format,bare-number,3001,game_variant=costless|model=qwen3.5-27b-fp8|persona=neutral,-0.0,19.0,19.0,qwen3.5-27b-fp8,,neutral,game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__response_format-bare-number,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__response_format-bare-number/seed_3001/run/action_events.jsonl.gz,game_variant-costless__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__response_format-bare-number,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__response_format-bare-number/seed_3001/run/action_events.jsonl.gz,costless
H4,h4_strategic_framing,response_format,bare-number,3002,game_variant=costless|model=qwen3.5-27b-fp8|persona=neutral,-0.0,19.0,19.0,qwen3.5-27b-fp8,,neutral,game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__response_format-bare-number,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__response_format-bare-number/seed_3002/run/action_events.jsonl.gz,game_variant-costless__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__response_format-bare-number,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__response_format-bare-number/seed_3002/run/action_events.jsonl.gz,costless
H4,h4_strategic_framing,response_format,bare-number,3003,game_variant=costless|model=qwen3.5-27b-fp8|persona=neutral,-0.0,19.0,19.0,qwen3.5-27b-fp8,,neutral,game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__response_format-bare-number,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__response_format-bare-number/seed_3003/run/action_events.jsonl.gz,game_variant-costless__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__response_format-bare-number,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__response_format-bare-number/seed_3003/run/action_events.jsonl.gz,costless
H4,h4_strategic_framing,response_format,bare-number,3004,game_variant=costless|model=qwen3.5-27b-fp8|persona=neutral,-0.0,19.0,19.0,qwen3.5-27b-fp8,,neutral,game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__response_format-bare-number,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__response_format-bare-number/seed_3004/run/action_events.jsonl.gz,game_variant-costless__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__response_format-bare-number,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__response_format-bare-number/seed_3004/run/action_events.jsonl.gz,costless
H4,h4_strategic_framing,response_format,bare-number,3005,game_variant=costless|model=qwen3.5-27b-fp8|persona=neutral,-0.0,19.0,19.0,qwen3.5-27b-fp8,,neutral,game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__response_format-bare-number,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__response_format-bare-number/seed_3005/run/action_events.jsonl.gz,game_variant-costless__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__response_format-bare-number,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__response_format-bare-number/seed_3005/run/action_events.jsonl.gz,costless
H4,h4_strategic_framing,persona_format,descriptive,3001,game_variant=basic|model=qwen3.5-27b-fp8|persona=neutral,-0.0,19.0,19.0,qwen3.5-27b-fp8,,neutral,game_variant-basic__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__persona_format-descriptive,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__persona_format-descriptive/seed_3001/run/action_events.jsonl.gz,game_variant-basic__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__persona_format-descriptive,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__persona_format-descriptive/seed_3001/run/action_events.jsonl.gz,basic
H4,h4_strategic_framing,persona_format,descriptive,3002,game_variant=basic|model=qwen3.5-27b-fp8|persona=neutral,-0.0,19.0,19.0,qwen3.5-27b-fp8,,neutral,game_variant-basic__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__persona_format-descriptive,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__persona_format-descriptive/seed_3002/run/action_events.jsonl.gz,game_variant-basic__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__persona_format-descriptive,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__persona_format-descriptive/seed_3002/run/action_events.jsonl.gz,basic
H4,h4_strategic_framing,persona_format,descriptive,3003,game_variant=basic|model=qwen3.5-27b-fp8|persona=neutral,-0.0,19.0,19.0,qwen3.5-27b-fp8,,neutral,game_variant-basic__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__persona_format-descriptive,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__persona_format-descriptive/seed_3003/run/action_events.jsonl.gz,game_variant-basic__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__persona_format-descriptive,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__persona_format-descriptive/seed_3003/run/action_events.jsonl.gz,basic
H4,h4_strategic_framing,persona_format,descriptive,3004,game_variant=basic|model=qwen3.5-27b-fp8|persona=neutral,-0.0,19.0,19.0,qwen3.5-27b-fp8,,neutral,game_variant-basic__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__persona_format-descriptive,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__persona_format-descriptive/seed_3004/run/action_events.jsonl.gz,game_variant-basic__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__persona_format-descriptive,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__persona_format-descriptive/seed_3004/run/action_events.jsonl.gz,basic
H4,h4_strategic_framing,persona_format,descriptive,3005,game_variant=basic|model=qwen3.5-27b-fp8|persona=neutral,-0.0,19.0,19.0,qwen3.5-27b-fp8,,neutral,game_variant-basic__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__persona_format-descriptive,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__persona_format-descriptive/seed_3005/run/action_events.jsonl.gz,game_variant-basic__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__persona_format-descriptive,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__persona_format-descriptive/seed_3005/run/action_events.jsonl.gz,basic
H4,h4_strategic_framing,persona_format,descriptive,3001,game_variant=cycle|model=qwen3.5-27b-fp8|persona=neutral,-0.0,19.0,19.0,qwen3.5-27b-fp8,,neutral,game_variant-cycle__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__persona_format-descriptive,beauty_contest/sweeps/runs/game_variant-cycle__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__persona_format-descriptive/seed_3001/run/action_events.jsonl.gz,game_variant-cycle__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__persona_format-descriptive,beauty_contest/sweeps/runs/game_variant-cycle__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__persona_format-descriptive/seed_3001/run/action_events.jsonl.gz,cycle
H4,h4_strategic_framing,persona_format,descriptive,3002,game_variant=cycle|model=qwen3.5-27b-fp8|persona=neutral,-0.0,19.0,19.0,qwen3.5-27b-fp8,,neutral,game_variant-cycle__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__persona_format-descriptive,beauty_contest/sweeps/runs/game_variant-cycle__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__persona_format-descriptive/seed_3002/run/action_events.jsonl.gz,game_variant-cycle__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__persona_format-descriptive,beauty_contest/sweeps/runs/game_variant-cycle__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__persona_format-descriptive/seed_3002/run/action_events.jsonl.gz,cycle
H4,h4_strategic_framing,persona_format,descriptive,3003,game_variant=cycle|model=qwen3.5-27b-fp8|persona=neutral,-0.0,19.0,19.0,qwen3.5-27b-fp8,,neutral,game_variant-cycle__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__persona_format-descriptive,beauty_contest/sweeps/runs/game_variant-cycle__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__persona_format-descriptive/seed_3003/run/action_events.jsonl.gz,game_variant-cycle__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__persona_format-descriptive,beauty_contest/sweeps/runs/game_variant-cycle__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__persona_format-descriptive/seed_3003/run/action_events.jsonl.gz,cycle
H4,h4_strategic_framing,persona_format,descriptive,3004,game_variant=cycle|model=qwen3.5-27b-fp8|persona=neutral,-0.0,19.0,19.0,qwen3.5-27b-fp8,,neutral,game_variant-cycle__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__persona_format-descriptive,beauty_contest/sweeps/runs/game_variant-cycle__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__persona_format-descriptive/seed_3004/run/action_events.jsonl.gz,game_variant-cycle__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__persona_format-descriptive,beauty_contest/sweeps/runs/game_variant-cycle__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__persona_format-descriptive/seed_3004/run/action_events.jsonl.gz,cycle
H4,h4_strategic_framing,persona_format,descriptive,3005,game_variant=cycle|model=qwen3.5-27b-fp8|persona=neutral,-0.0,19.0,19.0,qwen3.5-27b-fp8,,neutral,game_variant-cycle__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__persona_format-descriptive,beauty_contest/sweeps/runs/game_variant-cycle__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__persona_format-descriptive/seed_3005/run/action_events.jsonl.gz,game_variant-cycle__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__persona_format-descriptive,beauty_contest/sweeps/runs/game_variant-cycle__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__persona_format-descriptive/seed_3005/run/action_events.jsonl.gz,cycle
H4,h4_strategic_framing,persona_format,descriptive,3001,game_variant=costless|model=qwen3.5-27b-fp8|persona=neutral,-0.0,19.0,19.0,qwen3.5-27b-fp8,,neutral,game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__persona_format-descriptive,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__persona_format-descriptive/seed_3001/run/action_events.jsonl.gz,game_variant-costless__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__persona_format-descriptive,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__persona_format-descriptive/seed_3001/run/action_events.jsonl.gz,costless
H4,h4_strategic_framing,persona_format,descriptive,3002,game_variant=costless|model=qwen3.5-27b-fp8|persona=neutral,-0.0,19.0,19.0,qwen3.5-27b-fp8,,neutral,game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__persona_format-descriptive,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__persona_format-descriptive/seed_3002/run/action_events.jsonl.gz,game_variant-costless__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__persona_format-descriptive,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__persona_format-descriptive/seed_3002/run/action_events.jsonl.gz,costless
H4,h4_strategic_framing,persona_format,descriptive,3003,game_variant=costless|model=qwen3.5-27b-fp8|persona=neutral,-0.0,19.0,19.0,qwen3.5-27b-fp8,,neutral,game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__persona_format-descriptive,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__persona_format-descriptive/seed_3003/run/action_events.jsonl.gz,game_variant-costless__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__persona_format-descriptive,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__persona_format-descriptive/seed_3003/run/action_events.jsonl.gz,costless
H4,h4_strategic_framing,persona_format,descriptive,3004,game_variant=costless|model=qwen3.5-27b-fp8|persona=neutral,-0.0,19.0,19.0,qwen3.5-27b-fp8,,neutral,game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__persona_format-descriptive,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__persona_format-descriptive/seed_3004/run/action_events.jsonl.gz,game_variant-costless__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__persona_format-descriptive,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__persona_format-descriptive/seed_3004/run/action_events.jsonl.gz,costless
H4,h4_strategic_framing,persona_format,descriptive,3005,game_variant=costless|model=qwen3.5-27b-fp8|persona=neutral,-0.0,19.0,19.0,qwen3.5-27b-fp8,,neutral,game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__persona_format-descriptive,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__persona_format-descriptive/seed_3005/run/action_events.jsonl.gz,game_variant-costless__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__persona_format-descriptive,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__persona_format-descriptive/seed_3005/run/action_events.jsonl.gz,costless
H4,h4_strategic_framing,persona_format,tabular,3001,game_variant=basic|model=qwen3.5-27b-fp8|persona=neutral,-0.0,19.0,19.0,qwen3.5-27b-fp8,,neutral,game_variant-basic__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__persona_format-tabular,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__persona_format-tabular/seed_3001/run/action_events.jsonl.gz,game_variant-basic__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__persona_format-tabular,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__persona_format-tabular/seed_3001/run/action_events.jsonl.gz,basic
H4,h4_strategic_framing,persona_format,tabular,3002,game_variant=basic|model=qwen3.5-27b-fp8|persona=neutral,-0.0,19.0,19.0,qwen3.5-27b-fp8,,neutral,game_variant-basic__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__persona_format-tabular,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__persona_format-tabular/seed_3002/run/action_events.jsonl.gz,game_variant-basic__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__persona_format-tabular,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__persona_format-tabular/seed_3002/run/action_events.jsonl.gz,basic
H4,h4_strategic_framing,persona_format,tabular,3003,game_variant=basic|model=qwen3.5-27b-fp8|persona=neutral,-0.0,19.0,19.0,qwen3.5-27b-fp8,,neutral,game_variant-basic__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__persona_format-tabular,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__persona_format-tabular/seed_3003/run/action_events.jsonl.gz,game_variant-basic__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__persona_format-tabular,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__persona_format-tabular/seed_3003/run/action_events.jsonl.gz,basic
H4,h4_strategic_framing,persona_format,tabular,3004,game_variant=basic|model=qwen3.5-27b-fp8|persona=neutral,-0.0,19.0,19.0,qwen3.5-27b-fp8,,neutral,game_variant-basic__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__persona_format-tabular,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__persona_format-tabular/seed_3004/run/action_events.jsonl.gz,game_variant-basic__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__persona_format-tabular,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__persona_format-tabular/seed_3004/run/action_events.jsonl.gz,basic
H4,h4_strategic_framing,persona_format,tabular,3005,game_variant=basic|model=qwen3.5-27b-fp8|persona=neutral,-0.0,19.0,19.0,qwen3.5-27b-fp8,,neutral,game_variant-basic__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__persona_format-tabular,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__persona_format-tabular/seed_3005/run/action_events.jsonl.gz,game_variant-basic__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__persona_format-tabular,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__persona_format-tabular/seed_3005/run/action_events.jsonl.gz,basic
H4,h4_strategic_framing,persona_format,tabular,3001,game_variant=cycle|model=qwen3.5-27b-fp8|persona=neutral,-0.0,19.0,19.0,qwen3.5-27b-fp8,,neutral,game_variant-cycle__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__persona_format-tabular,beauty_contest/sweeps/runs/game_variant-cycle__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__persona_format-tabular/seed_3001/run/action_events.jsonl.gz,game_variant-cycle__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__persona_format-tabular,beauty_contest/sweeps/runs/game_variant-cycle__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__persona_format-tabular/seed_3001/run/action_events.jsonl.gz,cycle
H4,h4_strategic_framing,persona_format,tabular,3002,game_variant=cycle|model=qwen3.5-27b-fp8|persona=neutral,-0.0,19.0,19.0,qwen3.5-27b-fp8,,neutral,game_variant-cycle__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__persona_format-tabular,beauty_contest/sweeps/runs/game_variant-cycle__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__persona_format-tabular/seed_3002/run/action_events.jsonl.gz,game_variant-cycle__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__persona_format-tabular,beauty_contest/sweeps/runs/game_variant-cycle__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__persona_format-tabular/seed_3002/run/action_events.jsonl.gz,cycle
H4,h4_strategic_framing,persona_format,tabular,3003,game_variant=cycle|model=qwen3.5-27b-fp8|persona=neutral,-0.0,19.0,19.0,qwen3.5-27b-fp8,,neutral,game_variant-cycle__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__persona_format-tabular,beauty_contest/sweeps/runs/game_variant-cycle__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__persona_format-tabular/seed_3003/run/action_events.jsonl.gz,game_variant-cycle__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__persona_format-tabular,beauty_contest/sweeps/runs/game_variant-cycle__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__persona_format-tabular/seed_3003/run/action_events.jsonl.gz,cycle
H4,h4_strategic_framing,persona_format,tabular,3004,game_variant=cycle|model=qwen3.5-27b-fp8|persona=neutral,-0.0,19.0,19.0,qwen3.5-27b-fp8,,neutral,game_variant-cycle__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__persona_format-tabular,beauty_contest/sweeps/runs/game_variant-cycle__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__persona_format-tabular/seed_3004/run/action_events.jsonl.gz,game_variant-cycle__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__persona_format-tabular,beauty_contest/sweeps/runs/game_variant-cycle__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__persona_format-tabular/seed_3004/run/action_events.jsonl.gz,cycle
H4,h4_strategic_framing,persona_format,tabular,3005,game_variant=cycle|model=qwen3.5-27b-fp8|persona=neutral,-0.0,19.0,19.0,qwen3.5-27b-fp8,,neutral,game_variant-cycle__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__persona_format-tabular,beauty_contest/sweeps/runs/game_variant-cycle__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__persona_format-tabular/seed_3005/run/action_events.jsonl.gz,game_variant-cycle__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__persona_format-tabular,beauty_contest/sweeps/runs/game_variant-cycle__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__persona_format-tabular/seed_3005/run/action_events.jsonl.gz,cycle
H4,h4_strategic_framing,persona_format,tabular,3001,game_variant=costless|model=qwen3.5-27b-fp8|persona=neutral,-0.0,19.0,19.0,qwen3.5-27b-fp8,,neutral,game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__persona_format-tabular,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__persona_format-tabular/seed_3001/run/action_events.jsonl.gz,game_variant-costless__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__persona_format-tabular,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__persona_format-tabular/seed_3001/run/action_events.jsonl.gz,costless
H4,h4_strategic_framing,persona_format,tabular,3002,game_variant=costless|model=qwen3.5-27b-fp8|persona=neutral,-0.0,19.0,19.0,qwen3.5-27b-fp8,,neutral,game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__persona_format-tabular,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__persona_format-tabular/seed_3002/run/action_events.jsonl.gz,game_variant-costless__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__persona_format-tabular,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__persona_format-tabular/seed_3002/run/action_events.jsonl.gz,costless
H4,h4_strategic_framing,persona_format,tabular,3003,game_variant=costless|model=qwen3.5-27b-fp8|persona=neutral,-0.0,19.0,19.0,qwen3.5-27b-fp8,,neutral,game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__persona_format-tabular,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__persona_format-tabular/seed_3003/run/action_events.jsonl.gz,game_variant-costless__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__persona_format-tabular,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__persona_format-tabular/seed_3003/run/action_events.jsonl.gz,costless
H4,h4_strategic_framing,persona_format,tabular,3004,game_variant=costless|model=qwen3.5-27b-fp8|persona=neutral,-0.0,19.0,19.0,qwen3.5-27b-fp8,,neutral,game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__persona_format-tabular,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__persona_format-tabular/seed_3004/run/action_events.jsonl.gz,game_variant-costless__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__persona_format-tabular,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__persona_format-tabular/seed_3004/run/action_events.jsonl.gz,costless
H4,h4_strategic_framing,persona_format,tabular,3005,game_variant=costless|model=qwen3.5-27b-fp8|persona=neutral,-0.0,19.0,19.0,qwen3.5-27b-fp8,,neutral,game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__persona_format-tabular,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__persona_format-tabular/seed_3005/run/action_events.jsonl.gz,game_variant-costless__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__persona_format-tabular,beauty_contest/sweeps/runs/game_variant-costless__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__persona_format-tabular/seed_3005/run/action_events.jsonl.gz,costless
H5a,h5_model_scale,default_grid,default,3001,game_variant=basic|goal_framing=none|persona=neutral,5.0,9.0,4.0,,none,neutral,game_variant-basic__goal_framing-none__model-qwen3.5-9b__persona-neutral,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-none__model-qwen3.5-9b__persona-neutral/seed_3001/run/action_events.jsonl.gz,game_variant-basic__goal_framing-none__model-qwen3.5-4b__persona-neutral,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-none__model-qwen3.5-4b__persona-neutral/seed_3001/run/action_events.jsonl.gz,basic
H5a,h5_model_scale,default_grid,default,3002,game_variant=basic|goal_framing=none|persona=neutral,4.5,8.5,4.0,,none,neutral,game_variant-basic__goal_framing-none__model-qwen3.5-9b__persona-neutral,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-none__model-qwen3.5-9b__persona-neutral/seed_3002/run/action_events.jsonl.gz,game_variant-basic__goal_framing-none__model-qwen3.5-4b__persona-neutral,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-none__model-qwen3.5-4b__persona-neutral/seed_3002/run/action_events.jsonl.gz,basic
H5a,h5_model_scale,default_grid,default,3003,game_variant=basic|goal_framing=none|persona=neutral,5.0,9.0,4.0,,none,neutral,game_variant-basic__goal_framing-none__model-qwen3.5-9b__persona-neutral,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-none__model-qwen3.5-9b__persona-neutral/seed_3003/run/action_events.jsonl.gz,game_variant-basic__goal_framing-none__model-qwen3.5-4b__persona-neutral,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-none__model-qwen3.5-4b__persona-neutral/seed_3003/run/action_events.jsonl.gz,basic
H5a,h5_model_scale,default_grid,default,3004,game_variant=basic|goal_framing=none|persona=neutral,5.0,9.0,4.0,,none,neutral,game_variant-basic__goal_framing-none__model-qwen3.5-9b__persona-neutral,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-none__model-qwen3.5-9b__persona-neutral/seed_3004/run/action_events.jsonl.gz,game_variant-basic__goal_framing-none__model-qwen3.5-4b__persona-neutral,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-none__model-qwen3.5-4b__persona-neutral/seed_3004/run/action_events.jsonl.gz,basic
